review,sentiment
"smooth, this is my second order, nagustuhan ng anak kong isa kaya gusto din nung isa, actually 4 yung order ko kaso nalabahan ko na yung isa, thank you very much, maraming salamat shopee.kaso bakit ganon mali yung size 38/85now ko lang napansin, binigay is same size dun sa una",3
"very accommodating seller, nagustuhan ng anak ko! super ganda ng quality, well packed and secured pa yung item",3
gandang item nakuha ko bigay ko 5star at saka ang lambot ng tela okay² to saakin thank you seller,3
sa susunod pag bumili ako hindi yung masyadong mahaba hahhaha nakakailang pala pero all goods lalo na sa design pati quality ng material. well-packaged pa tapos mabilis na-deliver,3
not able to take pics at nilabhan agad pero magandaaa sya drifit tela nya and fits really well to my hubby .thanks .sa susunod ulit.,3
super ganda ng product ..will order soon again,3
"nice maganda siya mabilis mag connect at maganda yung sound pero mag ingat lang sa paghawak kasi ma tatouch mo yung sensor at mag pa play/pause siya. but this is only the first use, i don't know if it's really good until it last long or ma try ko siya",3
thank you seller! lahat nakabalot ng maayos and walang sira. kumpleto nakuha kong orders. sa susunod po ulit,3
complete orders and varion btw about the product magandaa sha rubber po sila then it arrived in a good conditon maayos po shaa as in sorry if i don't have pics na because nakuha na sha sakin ng costumer ko til,3
magaganda sila. i will order again,3
ang gaganda po thank you seller,3
got it in 4 days. legit! ang ganda and nakaka kuha tlga ng particles. i'm inlove with it now. thanks seller!,3
saktong-sakto sa anak ko at nagustuhan niya talaga...sana magtagal...thank you seller for being responsive.,3
hi good afternoon po ask ko lng po chinarge ko na po sya kase dpo umandar pero but battery down yong lumalabas po? at d lumabas yong charge battery nya po? actually kakarecieve ko lng po now to sa delivery man po,2
super legit guyss pabudol nakyoo!,3
"i ordered h&w print, but the print i received was bench body. ok na sana coz the seller indicated that the designs are random. but the problem is.. one item is not stretch, what a waste. for sure, my son won't be able to wear it. and, my advice to",4
ang mura hehe sa halagang 1 lang sh*t salamat sellerrrr,3
super bilis ng delivery na gamit ko siya sakto nanganak yung dog ko super cute be mine by kaownah i knew you don't keen on me you are not interested in me but i will not give up i'm very good person and you see it alredy but it seems,3
sobrang effective sya! maraming dumi nakuha sa carpets namin! this is by far my best purchase this 2022!,3
di halata na may mascara peru parang lumalabo kunti lang paningin ko .. makes your lashes long,3
maganda yung tunog parang naka sound system sobrang sulit 188 ko,3
kompleto yung dumating na order ko at sakto ayon sa napili kong design.malaki yung net actually kaso nga lang ay yung higaan niya medyo manipis nga lang pero keri na din siguro.,4
thank u seller ang ganda nung product di kuna na picturan .. i will order again,3
receive my parcel in good condition walang damage 5 star pra sken tnx ky seller very accommodating at kuya rider... i will order again,3
all in all maganda siya except the taste or the smell of it.,4
i received the item after 3 days after ordering it. very good ang packaging kasi kahit yung box ay hindi nalukot so safe na safe si product thank you for a very detailed manual para madali namin itong maassemble. kudos to seller....,3
"9/10 thank you seller! maganda gamitin, budget friendly, alternative sa mga branded na wet wipes sa market. thank you.",3
thank you seller. sobrang gandang ng quality. excellent quality. very accommodating seller. well-packed. no damage.,3
"worth the prize.. sakto lang ang tela.. kaso hindi sya talagang xxl , medyo maliit sya.. siguro pang teen size oo.. so far.. okay naman sya... salmat kay kuyang rider.. at kay seller...",4
tablet is working good. sulit sa budget. malako at maganda. thank you seller.,3
"ang ganda, matibay and the quality is excellent, kase stretchable siya and thick. fit na fit lang talaga sa akin. worth it siya guys.",3
"good mukhang matibay, di ko pa na trtry. bongga kasyang kasya sa maliit na bag. will order again. sana tumagal sakin",3
good naman lahat sizes at kulay tama lahat.. ulit ako nag order soon. mabilis pa naiship at naideliver thanks seller at kuyang nagdeliver,3
buti nalang meron din sila nito nawala ko kasi yubg sakin cute nya good quality at ang bilis pa ng shiping nya nag order ako last week lang na receive ko sept.23 ang bilis lang talaga nya thank you so much po sa shop nato excellent quality and very accommodating,3
"thank you seller, received ko na yung items in good condition. well packaged yung item. thank you din ate rider. ambait mo talaga. keep safe!",3
maganda po thank you kaso dapat pala ng add pa po pala ako ng size..,3
maganda siya at affordable pa kaso para nga lang siya sa mga maliliit at hindi malalapad na paa maganda siya at affordable pa kaso para nga lang siya sa mga maliliit at hindi malalapad na paa,3
all goods bilis dumating thankyouu pang 10 times kona umorder dito hahhaha baka naman may pa free sa mga suki charizz,3
"my second order sa shop na to,ganda nang quality makapal at subrang dikit nyavery reccomended ang shop na tothank you seller",3
"thank you so much seller natanggap ko na lahat ang orders ko, maraming salamat din shopee five stars as always god bless us always",3
"mint green/l.gray , l.gray/pale green ang ganda niya solid talaga yung bag thankyou po seller sa uulitin po!!",3
ang bilis ng deliver thank you seller at kay manong na nagdeliver,3
"ok namn sya punit punit nga lang yong plastik ng j&t at hndi sya nka karton nkaplastik lang, ayus na din po mura lang kasi, slamat seller at sa nag deliver",4
okay naman siya kaso hindi maganda ang pag ka pack niya nayupi ang cartoon ng phone sana next time maayos na.. kakarating lang today sana tumagal siya sakin at sana maganda naman quality niya..,4
size 39 fits on my mom but her real size is 38.. size 40 didn't fit well on my feet but it's ok pambahay nalang kaso lang yung black kasi ipapang gift ko sana at 40 din ang size kaso bka magreklamo so akin nalang din,4
good and excellent quality. very accommodating seller.well-packaged. item shipped immediately. will order again for sure. recommend ko ang products nila. thumbs up. super happy talaga ako promise. thank you.,3
sobrang mura na nya promise since sale ko nabili. sa halagang 128 pesos ay nakabili ako ng dalawa para sa partner ko. maganda kaso sakto lang yung size nya buti xxl nabili ko.,3
"thank you nagustohan po ng kuya cofy, mejo maliit nga lang, at mejo manipis but its good for its price. good job",4
nice thanks po maganda pa,3
9/10 kinabahan ako kasi yung parang bubble wrap is andon lang sa pinakang takip ng bote so kinabahan ako kasi akala ko sira. but okay sya and sobrang laki. sabi ni nanay pwede na uminom lahat nf kaklase ko sa sobrang laki hahahah tnx pi,3
pero excellent texture ng product. ang ganda. d pa lang namin naiikabit sa wall pero ang ganda talaga,3
not yet rachargable yung order ko pero need ng battery yung dumating. but ok lng,4
purple i really love it.. hindi sya masakit sa paa and very comfortable to wear... i'll order again.. thank you seller..,3
maganda po sya saktong sakto lang yong size sana pala nag add ako ng one..hehe 39 kasi size ng paa ko dapat pala di sakto magaadd pala dapat ng isa next time ulit na order..,4
"excilent maganda pag package,malakas,tas matagal ma lowbat.will order again thank you legit seller",3
"okay very nice item, walang damage at nagustuhan ng alaga ko, very handy din, salamat seller",3
received today. i really love it! the quality is good... worth it.. very satisfied ako.. thank you so much.. kahit walang tigil ang ulan dito ngayon na e'deliver pa rin nang maayos.,3
ok naman xa. saan nakakabili ng filter? change filter every 3mos daw,4
di ka marunong mag basa seller? green po variation na pinili ko bakit naman purple but anyways bigyan parin kitang 5 star pero di na ako bibili ulit baka gawin mo nanaman to hahaha,1
ganda ng tela tho i expected it to be sky blue pero parang light indigo siya. will order again next time tho sana maayos na ang color niya but i love the product,4
maganda po ang sandals nagistuhan ko sya at tamang tama sa paa ko salamat shoppee will order again soon.,3
"the bra is super comfy!!! i'll buy again but in different shade. it is nice. wala naman siyang sira, may isang loose string but it didn't affect the product naman. i recommend this to you. thank you po!",3
thankyou very much po seller dahil ang bilis lang ng shipping nyo and well packaged so nice love the colors more sales and god bless,3
"maayos namang nakarating, complete at wala namang damage.hindi ko pa sya naga gamit kung effective.nagandahan lang ako sa pa glitters effect nya",4
"good quality hopefully more more sales pa, kasi honest sila sa mga bininta nila",3
ang bilis ma deliver! walang damage. 2nd order ko na dito sa shop na to. thank you seller!,3
good ang ganda nito kasi comfy suotin. hindi halata na less than 100 pesos ang price and bagay sa kahit anong outfit,3
good kaka try ko at ang masasay ko magnda may pa shimmering sya hehehe 1st time ko mag try ng make uo spary at ndi nmn ako nabigo at ang bilis ng deliver thank you kay ate rider,3
ganda po ng shoes. ganda ng fit sa paa.,3
okay naman lahat for its price. bait ni kuya ng deliver. will order again!,3
excellent sobrang ganda wala akong masabi panis ang lingerie ng bench. high quality and yet affordable price for sure oorder pa ako masarap din syang isuot nabili ko nung 12 12 thank you seller sa susunod ulit,3
magnda ung product nila at nakuha ko lng xa sa murang halaga hehehe salamat kay seller at kay kuyang rider,3
ayos maganda at maayos pag pack at deliver.salamat po,3
good material quality napakaganda talaga siya nagustuhan ni mama pati ng mga ate ko super sulittt,3
thank you thank you seller hindi man completo ang order ko na refund naman ang gaganda po ng mga paninda ninyo will order again,3
thank you po sa well pack parcel that i received napakabilis po ng shipping salamat po ulit seller is accommodating sa uulitin po,3
its already used kaya madumi,1
10 nice quality cya mura lang at naka pa sulit pa talaga i will order again thank you seller and kuya rider,3
goods na goods sakto yung size at comfortable sya sa paa...pro parang na gamit na sya dahil may part na manipis sya yung po,4
maganda naman sya worth it sa price nyaaaaaaaa!!!!!!!! thanks shopeeeeeeeee!!!!!!!!! thanks din sellerrrrrrrrrrrrrrrrr!!!!!!!!! till next timeeeeeeee!!!!!!!!!,3
ang ganda and ang cute ng color ilove it!!! thank you po,3
ang ganda ng airpods tsaka ng mini fan good job sa seller.,3
10/10 thankyou so much seller thankyou din kay rider dahil safe nakadating ang order ko and tama lahat sila thanks,3
"i really like the slipper! pero sana nag size up ako kasi saktong sakto siya sakin wala ng allowance. but ok lang super pretty niya, thank you seller very affordable pa!",3
"very good received in very good condition. sakto lang din ang dating bago magpasukan. ganda nya. i think same quality lang ito ng aqua flask. tried it with water, hindi naman nag leak. will try to put hot and cold water to test if mag last yung lamig or init.",3
pangalawang order ko na to sa shop na to.. ang ganda nung slipper na to kasi pwede sya pang-alis na tsinelas.. and matibay din sya.. thank you seller and kuyang rider,3
"item arrived safe .. first time to try this product, so far ok naman sya .. sana effective para ill buy another .. salamat shopee..",3
maganda siya for cleaning pet fur kasing mahirap linisin yun and nakakapick up siya ng dusts. pero d siya nagppick up ng tofu litter sand pero keri lang. tska lagi to the left ikot niya haha.,4
"excellent serve its purpose... nagustuhan ko, malakas magsmoke and hindi malakas sa power, dahil powerbank gamit ko... cute and istitik... thanks!",3
good fast delivery. expected ko matatagalan pa bago dumating sakin kasi overseas pero hindi pala.. thank you seller,3
"10/10 honest review tayo! ang ganda niya grabe, ang tagal nga lang dumating halos 1week inantay ko tapos hindi pa responsive si seller. but have to admit na maganda yung quality ng prouduct nila at may free pang sticker.",3
magandalaaaaa lahatt superrr nice quality at di ka talagaa malulugi hahahhahhahaahahhahahhahahahahhahahhehrhhehehhehhihihuuiu,3
saktong sakto sa kapatid ko . salamat at nakahabol sa panregalo sa pasko nagwoworry pa naman ako kasi akala ko di makakaabot sa dec. 24 buti nalang salamat j&t ang daming parcel kaya hindi nila maasikaso agad salamat nakahabol.,3
"thank you seller ang bilis ng shipping ang delivery. legit dito guys long lasting tlaga ung scent,ayan kita nman ang dami n nman pa order.very accommodating din ang seller dito,tnx po sa freebie.will order again!",3
"maganda siya. malinaw naman yung ilaw, pwedeng pwede sa mga pictures and videos. wala naman akong nakitang sira. maayos yung packaging, safe na safe.",3
10 super ganda kaya sulit ang bayad tas malaki pa pwede kasya ung baby ko at ung 3yrs old na panganay,3
"received immediately!! well packaged, doble yung plastic tama yung item na pinadala at no damage. thank you seller at thank you rin kay kuyang rider na mabait",3
order received! medyo nalate lang ng pag rate. item was well packed and shipped immediately. thank you seller more power to you,3
"item received, thankyou so much seller and shopee for this product. sobrang mura 16php lang hehe ginagamit na rin namin ngayon hehe",3
maganda ang packaging ng product. malakas din umikot yung fan kahit 1 press mo palang sya and lastly mabilis din dumating. kudos to seller and rider.,3
"ganda d ko sha bet mashado, pauce ng pauce ung music ko tas bigla nlng nawawala ung sound. pero high quality sounds nya sana may mabago po dito hehe",4
"for rain purposes bilis nya, at yung texture nya smooth and silky, ang ganda ng payong na puede gamitin! salamat shopee!",3
the best purchase in shopee.,3
ok sya for small bags. helpful to para palagi padin may payong kht small ang bag,3
good maganda po and matibay sarap sa paa. pang sushalahh .. oorder pa kami pang regalo ..,3
"nakakatuwa at cute ng mini mirror plus may fan pa ,pwede dalhin lalo pag maliit lang na bags gamit ko.thank you po for the complete orders and working lahat.sa uulitin.",3
no pic kasi ginamit na agad ng pinagbigyan ko... very good product... thank u thank u... satisfied client here.,3
as usual the items are superb. thankyouuuu thankyou ! will definitely order again order na kayoooo godblesssssss,3
gotchaaaa! how many times nako umoorder dito hehehehe super bait ni seller lagi syang nag reresponse and yong shipment mabilis thankyou thankyouu po pati kay kuya rider order po ako ulet!!,3
complete items . ang ganda walang damage . bilis din ng shipping .,3
maganda po yung quality tsaka mabilis yung shipping 37 po size ng paa ko pero inorder ko 38/39 pero mas sakto,3
super sulit !!!wala ako masabi sa gaganda ng mga items tlga...mapapa order ka ulit sa sobrang ganda ng mga items...order ulit ako ...very recommended store na to..,3
"good quality. i like the color also, very classy. perfect to the office. i will surely buy again. so glad i saw this on tiktok. hehe",3
soo cute ng mga socks maliit lang pala yung mga flush toys. thank you!,3
"tama ang dumating na color, ang nice nya.. ang ganda din ng pagkakapackage... tinesting ko xa at working xa ang linaw din ng dating kapag tumatawag sa cp thank you",3
sakto lang.but wait wrong color.pero cge ok na ring.thankyou.,4
mgnda po ung item..sakto lng sa baby ko..di sya maluwag..at mukang comfy syang isuot..thankyou seller..,3
"i just got it, complete naman ang item and okay ang packaging, no complain and definitely will order again............",3
solid maganda sya quality pretty ang kulay hind masakit sa mata pag sinuot totoo na umiitim pag naarawan at ang shala nya tignan,3
thank u seller for shipping the item immediately honest review . okay na din ang quality sa binayad mo aarte ka pa ba recommended sa mga naghahanap ng mura pero mejo may quality. the bad thing about the jogger naghihimulmol siya.for reference xxl fits perfectly sa 5'4 ang height. kudos,4
great ganda po ng wall paper at nung pang flat hnd ko lang xa nalagay pa lahat kc medyo bc pa pero sure ako na oorder ulit ako recommended shop,3
super ganda and ok na ok cyang gamitin lalo na kapag brown out .. thankyou seller .. may konting bitak sa likod pero walang depirencya when i used it ilove it very much,3
thank you po ang ganda worth it po order ulit ako sasunod. at sempre thank you sa asawa kong rider ..,3
hindi ko pa alam try ko din po dumating na po yung parcel ko hindi ko pa sya na try thank you,4
"super cute po nito. ang comfy sa paa kahit all day ka mag-stroll or gumala pero sadly hindi kasiya sa'kin 'yong inorder ko. well, mali kasing size ang inorder ko, kasalanan ko rin. pero sobrang classy niya talaga guys, bili ako ulit nito sa payday! ang responsive rin ni seller!!",3
thank you seller..... maganda ang quality nang products...ang bilis nakarating sa akin...nagustuhan din nang buyer...very accommodating seller....excellent quality din po ang product,3
ang bilis dumating. maganda ang item kung ano ung nasa pic ganun dn tlga sa personal very affordae and worth it thank you selller i recommend and i will order again,3
kakainis sira un isa aduptor nya ayw gumana pero na sindi pareho un alaw.sayang nman hindi magagamit un isa .sabi ko sa message ko paki check muna bago ship out,1
9/10 ok naman sya. poor packaging lang kase nakalagay lang sa isang pouch. no bubblewrap and no box. sobrang delay ng shipping.. (based sa screenshot) d naman kasalanan ni seller. anyway thanks.,4
good thank you seller. completed and no damage st all comfortable suotin. hindi masakit sa paa. sana magtagal. thank you!,3
nice po item very handy mabilis din nkarating po item. thank you seller sa uulitin ,3
some lose threads here and there but not really a problem... the color and the look is as it is in the picture catalog and had a pleasant surprise that the lace is on the sides!,4
magandaaaaaaaa magandaaaaaaaaaaaa basta magandaaaaaa 5 star!! sulitttttt thankyou din sa freebies!! stay safe god bless,3
pmay damage yung beige sandals. maganda naman sya kaso yun nga.mura kasi. salamat padin,4
"worth it thank you po narecieve kona po ung order ko ang gaganda ng mga ipit at kung ano ung nakikita nyo sya naman pong totoo pagdumating again maraming salamat po, more power and god bless po sa ating lahat till next trans.",3
"worth it hindi kayo magsisisi! very smooth, affordable, hindi rin siya delay/laggy. sakto lang yung laki (kasing laki ng bolpen). okay siya, sana tumagal sa'kin haha nagustuhan ng ate kooo. salamat shopee uwu",3
very good malambot ang tela.. at maganda.. salamat sa mabilis na pag ship ng produkto seller.. god bless..,3
"super ganda nung item wala lang actual pic kasi tinatamad nako magpic. hehe. mag oorder ako ulit nito, sulit na sulit. salamat po seller.",3
good day . ambilis dumating ng order ko... within 3 days dumating na... thank you seller may free small wipe and rider.godbless,3
love the color love the design maayos ang item ngusthn k cya at mlki pla sya akla ko mliit lng halos half ng bed nmin skop nia very worth it to buy thank u seller,3
"good maganda super worth it ang pag bili ko, ang usa ani is for my friend and na gandahan siya. thank you!!",3
"palpak naman inorder ko, iba iba size,..ok na sana at maganda! kaso iba iba size..tapos inorder ko ng 15 payday! at pang reregalo ko sana ng christmas..kaso di agad dumating,..hayss ano bayan..pero salamat padin binenta ko nalang kht lugi ako..",1
"maganda xa sa paa,malambot at very comfortable sa paa pangtrabho man o pangjogging pwedeng pwede mu xa gamitin.",3
"solid to guys, ganda ng product",3
5 star salamat seller and shoppeee!!maayos na dumating ang product at original talaga yung bag plus no damage,3
di mo need hawakan lagi ok nmn sy medyo maingay lng ipadala ko san s school ng anak ko kc mainit daw s room kaso maingay malapit p s tenga bk di mkpg focus anak ko s pg aaral o kay teacher but it serves nmn s purpose nya kaya,4
nice true to its size nice color and fabric its my 2ng time to order. thank you shopee and rider salamat ng marami hangang sa uulitin.,3
"25 pero sakto lang sakin. i really like yung color light grey nakaplastic at mas okay sya compare kay black na hindi and yung garter ay mas loose kesa kay gray.it looks like new tlaga yung grey.but its okay, mura lang naman sya",4
"pre order pero ang bilis dumating perfect pra sa maseselan,sana lang talaga nkaka purify sya ng air..kahit wlang remote pde sya gamitin dahil touch screen naman po sya.. promote ko po ito sa mga prenship mo.. thankyou kuya rider,tatandaan ko po name mo,pramis babawi ako sayo ng tip s susunod",3
good ito how many times na ako dito nabili.,3
good quality new buyer po ako nto.. maganda po sya sulit sa price will oder po uli pag na ubos slamat po..,3
"sana manalo na sa next, maganda naman yung binigay and gusto ko den siya wahhhhhan sjsjsbabeh dndjdhebdhdhejekske djdjdhxjdbtjgovpg glhphlypyktrnej ndieoeoaoa nfmrekiwwk ktmttoro",3
ang handa niya pero masikip na pala ung 32 sakin order nalang ako ulit . thanks seller,3
"black super nagustuhan ko sys, malambot sya sa paa!!!",3
"good complete items, fast delivery, super ganda, worth the price, salamat shopee, salamat seller and rider",3
fast charging nga sya. sana mag tagal. thank you po,3
manipis tela ng peanuts pero oks na for its price. thank you!,4
maganda siya pero manipis lang yung tela. kailangan naka cycling kung susuotin sa labas ng bahay. mura lang naman so sulit nadin. thank you so much,4
ganda po ng pants. nagustuhan naman ng nagpa order sakin. nice na nice yung quality. will order po ulet soon. thank you seller and sa rider.,3
"nakuha ko na... maganda siya, kompleto at nagana. sana tumagal siya.. medyo amoy plastic nga lang pag ni'on siguro dahil bago. thank you seller and shopee.",4
"nagagamit both sides ganda nito, pag naglalaro ako lagi kong ginagamit yung mga games na magd-drag ng mga kineme like yung sa fill the fridge ganon sarap nya gamitin hindi late yung pag movensa phone",3
"i give 4stars dahil ang item ay ok nman pero ang cellphone menu is iba sa expected ko na nkalagay sa image post nila. sabi new version daw. don lang ako na disappoint kunti. pero overall, nice item for back-up po sa mahihina na signal",4
thank you po maganda po ang tela.. comfy po masyado.,3
thank you so much! haven't tried it yet pero sana okay siya gamitin lalo na sa mga customers. will surely order again if ever maganda gamitin.,3
02/23/23 wahhhhhh one of the best that i've purchased here in shopee. sa school pa lang binuksan ko na hahaha. thank you so much seller. will surely order again. god bless,3
thankyou po mabilis sya dumating at kumpleto. iba itsura nya sa personal. at pang matabang paa pala sya. pero ok na ok naman po maganda din sya salamat seller,3
super comfortable sa paa. sobrang ganda kahit na plastic/rubber lang sya. sulit na sya sa price nya. thankyou seller. will order again,3
ambilis dumating.. ang ganda ng mga items except sa tshirt na sobrang nipis..hindi pwede ipang alis. pero yung mga jogger pants ok naman. pngatkong order na sa shop.,3
complete my order.. good packaging in very afordable. ty seller,3
1000/10 sobrang ganda talaga i really recommend this product sa mga hindi pa bumili subukan nyo sobrang ganda nya at totoo talaga na may photochromic at anti-radiation pa sya. anyways so thankful ako seller sure will buy again,3
sobrang ganda ng packaging and ng item. fit na fit pa saken. so excited to use this. thank you seller! surely i will buy again.,3
"omg sobrang bango nyaaaa! super worth it dahil dito ako bumili, bili na kayo!",3
matibay ang ganda niya super legit original mabilis din ang shipment at delivery thankyou seller at kuya rider,3
"malambot sya sobrang mura for its price na sobrang ganda 2nd time to purchase. ginagamit ko for walking, jogging",3
kakadating lang.. hindi ko pa nttry s baby ko.. slamat,4
"maganda at nagustuhan ni mrs ganda'ng ganda at yun ganado,tyak mabibinyagan uhhmm.nyway tnx sa seller at rider and lazada,",3
"ang ganda,worth it hindi ko na napicturan,pero mukhang xa matibay",3
maganda sya solid ung kulay nya di ako nagsising binili ko sya ganda nya sa pader bili narin kayo da best to hehehehe iloveyou,3
"long lasting thank you seller sa updated! super bango niya at bet na bet ko yung scent. super bilis lang din na ship out ni seller, parang 3 days lang na sa akin na.",3
thank you seller ang ganda po saktong sakto sa akin,3
wow.. ang ganda po . hnd aq mka paniwala n ganun lng ang price nya. first time q po nka order ng ganito ka mura akalain mo 7 pesos at 17 pesos. ganern. . legit po. maraming slmat seller . ang laki po ng na save q.,3
"got the ring light !! well packaged naman siya nung dumating. the led right was bright and the tripod was durable, thank you po for the smooth transaction!!",3
"super sulit 39 pesos!!! super ganda ng tela and super fit sa ‘kin saktong sakto sa katawan ko na medj chubby, pa budol na kayo guys!! order ako uli next time ibang color naman huhu",3
ito na po order ko pero dko pa po na try..salamat shopee.,4
dumating na po ang ganda maraming salamat po seller.,3
okay nman. goods nman ang quality. ma try nga rin ang ibang kulay. tapos makapal rin ang talapakan nice buy to............,3
"i love it, maganda sya tas pag tinap mo sa screen na sesense sya ng maayos at di nag puputol pag nag-sswipe ka so sa mga duda paren, wag na po, eto na yung sign,bilhin mo na hahahahaha",3
please check item before shipment please check the item before shipment. item left earphone unable to sound....hshshshdhjdndjjdndndndnxnxnxnxnmxmxmxmmxmxmxmxmmxmxmxmxmdmmdmxmd.. i will not order in this shop di maayos ang item. nsnnnzsaaaakķkkzmdbsbssooosissisiikkkkkkkkkakakwkwkskswppwsksjjsjs. jwjwiwiwiwiwisisks. photons.e.aguiled,1
maayos yung product. diko na napicturan kasi ginagamit na siya ng kuya ko ,3
ganda ng quality.......thank you very much po,3
ok sensya na late ko naorder receive . walang damage maayos ang pagkaka pack gamit na sya ng pamangkin ko sa school nya . ,4
thank you so much seller sobrang bilis...good quality and ang ganda tlga super satisfied aqorder aq ulit sana my big discount...thank you thank you seller were very very satisfied,3
ang gaganda po.. okay na okay ang quality.. salamat sa pag send ng tamang items.. i love it .. thank you so much and god bless!!,3
gumagana naman at may auto. automatic off xa after 6-8hours. ewan ko lang kung kasama sa features nya un di ko kasi binasa ung box. ok kung papatakan nga essential oil para quality lambing an nyo,3
"black maganda! sana pla small size lang kinuha ko but still maganda pden , thank you",3
thanks seller ok naman yun item sa murang halaga.. hindi kopa na try pero sana makahigop sya...,3
"pocket zippers work fine. the price is just right lang for its quality. mejo di ko lang type ung sa may tali na part, di tulad sa mga nakita ko sa review. anw thank u seller for this. i might buy again next time hehehp",4
order received!!!! 10 stars for this super nagustuhan ko po especially the square pants! mas maganda pa quality nito kesa sa nabili ko sa mall... godbless you and to your shop seller,3
"101/10 maganda, super ganda wala na akong masabi. order again next time para pang gift naman sa mga prend kong di nag mmake up.",3
super kapal maganda yubg slippers pwedeng pang labas,3
103% all good.. natry q na rin fast charger tlga xa .. natuwa c hubby q kya maganda rate q.. thank u seller sana laging ganyan.. uorder ulit aq para sa tatay q. ganda nya tlga di xa pang 50 ..,3
kompleto yung orders ko tapos maganda naman yung quality ng mga items. sulit sa presyo. thank you seller,3
"thank you, seller and kuyang nag deliver!",3
thank youuuuu soooo muchhhh. greatttt qualityyyyy forrrr aaaa cheappppppp priceeeeee. willllll buyyyyyyyy againnnnnn forrrrr moreeeeeee.,3
ang ganda nagkamali lang kami ng size na order pero ok lang maganda naman ang product gray talaga order namin pero walang available kaya nag usap nalang kami ni seller pinalitan namin ng kulay at nag request na din kami sa ibang item mabait ang seller,3
legit guys so happy nag ordered ako sa store na to......salamat ng marami seller.....keep a good items po lagi....salamat din po pla at ang bilis ng del.......,3
ang ganda niyaaaa sobrang worth it ang paghintay tapos maganda ring pen kapag digital artist ka kahit beginner ka palang,3
10/10 super cute unexpected din po may mga stickers at kung ano ano pang ka cute an buy ako ulit para naman sa dalawa kong babies hahah ito samen to nang panganay ko tig isa kame thank you seller thank you shopee sobrang bilis din nakarating sakin ung order ko,3
nice quality salamat po !sulit nmn yung binayad ko thank you shopee maganda din yung packeging walang damage sobrang bilis din iship thank you seller the best to!!!!,3
"good quality maganda yung item and mabilis maship at dumating, responsive din si seller. recommended tong shop nato",3
nice maganda very affordable ,3
"mga sis, sakto sakin yung orders ko. diba kasi sa avon ako nagoorder pero natamad akong lumabas ng bahay, kaya ayon triny kong mag order same size sa kinukuha ko sa avon. okay naman siya hindi masakit sa hinaharap, malambot siya",4
waaah ang ganda ng color at ang lambot po.,3
second time to order ganda talaga ng item,3
ganda thanks seller ok ung payong and maganda quality pati kulay ang ganda order ulit ako sa sunod salamat po,3
"ang ganda nya at gumagana ng maayos thank seller good product i recommend this shop,",3
maganda nabili ko siya nung sale. super worth it yung product na to. strong talaga yung suction funtion. highly recommended. kudos seller,3
maganda ..malambot s paa and will order again,3
"very nice. sakto lang ung kapal nya sa price nya inorder ko ng sunday, dumating ng monday. thanks seller.",3
"maganda yung suction. so far so good. dami agad nakuhang dust. ang bilis din dumating. excellent quality. well packaged. item shipped immediatley. will order again. very accommodating seller. kapag may pera ako ulit, bili ulit ako. hehehe. mejo pricey lang kasi pero sulit na sulit.",3
durable received my order in good condition. well packed. maganda at mukhang matibay ang payong. salamat sa mabait na seller.will order again soon. iba namang color. god bless po sa shop niyo!,3
ok nmn yung fan hehe tas medyo matagal lang dumating kase pre order pa pala mga 2weeks din pero ok nmn yung item. may level din ng lakas ung fan,4
100% ganda kala ko ma scam ako natatakot ako nung una pag bukas ko wow super legit talaga sya,3
10 i like this scent super duper bango niya long lasting talaga kahit mapagpawisan kana ambango padin kahit kinabukasan nasa damit padin.,3
thank you seller..maganda po ung item..nagustuhan ko po...till next time..,3
75% ok naman yung kulay at quality niya. kaso maliit talaga yung size.,4
thank you so much pooooooiiiiiiiiiiioooooo. nagustuhan poooooiii nv gagamit salamat po legit and working poooo more power pa sellers. more costumers paaaaa.,3
order received within 3days ang bilis ng delivery satisfied buyer here ang ganda ng quality po talaga! god bless to your store ma'am/sir,3
less than a hundred jogging pants. no brands but fabric is good. makapal pero malambot. perfect for cold season. thanks seller,3
"good quality, well packaged, item shipped quickly, sana lng tumagal, yun color naman pinadala ok na rin, thanks seller and thanks lazada, pati kay kuya na nagdeliver, congrats di ka naligaw sa lugar namin",3
"thanku so much po, i recieved complete items, ganda ng quality. na ship out din po agad ung mga items, til our next transacti0n",3
good quality. comfy sya soutin ang ganda as in hindi kayo manghihinayang sa pera nyo.sorry hindi n npicturan nasuot na kasi.thank you,3
"this store deserve 5star,ganda ng product nila and the quality,hindi kayu mag sisisi",3
"soo good, thanks po shopee at sa seller. order uli ako for sure kasi parang kulang yung na-order ko.",3
super gnda nya sa labimatte sya talaga..order ulit aq next timemga 5 days sya bago dumating worth it naman.kaya pag kakaunti na order ulit ako.thamk you,3
"omgg, ang ganda ganda po hehe then kasyang kasya yung shoes!! i really really highly recommended this shop po this is my second time na bumili ako sainyoo thankyouu!!",3
maganda okay lang po ang quality swak sa price niya.this is my 2nd order.,3
"2nd time to order. maayos yung una.. ngayon po mali yung color na binigay.. same tuloy nung dati kong order. fast delivery kaso nga lang mali kulay.green purle dapat naging blue purple..anyway, thankyou seller and shopee.",4
very good nabili ko sya ng 1 lng. s tiangge 250 sya wla p discount. mabilis dn ndeliver. thank u seller!,3
super bango neto legit! ang sarap ng amoy,3
