Review #,,Token,BIO Tag (For Explicit Aspects),Aspect Tag (For Explicit Aspects),Final Tag (For Explicit Aspects),"General Aspect, Specific Aspect Category (For Explicit Aspects)",Aspect Tag (For Implicit Aspects),Final Tag (For Implicit Aspects),"General Aspect, Specific Aspect Category (For Implicit Aspects)"
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,na,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,to,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,while,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,sa,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,3rd,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,lines,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,sa,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,ibang,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,shopping,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,app,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,ko,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,na,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,binili,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,di,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,pantay,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,pantay,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,yung,O,,O - ,,,,
18,madikit naman kaso di pantay pantay yung cut di pantay pantay yung cut sa 1st 2 lines di pantay yun yung galing sa shop na to while sa 3rd lines sa ibang shopping app ko na binili di pantay pantay yung cut,cut,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,mali,B,SER#HAND,B - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,po,I,SER#HAND,I - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,ata,I,SER#HAND,I - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,yung,I,SER#HAND,I - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,na,I,SER#HAND,I - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,bigay,I,SER#HAND,I - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,ni,I,SER#HAND,I - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,seller,I,SER#HAND,I - SER#HAND,"Service, Handling",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,were,B,DEL#CORR,B - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,expecting,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,na,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,ma,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,received,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,yung,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,parang,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,gradient,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,na,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,water,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,bottle,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,pero,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,iba,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,po,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,yung,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,na,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,received,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,namin,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,but,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,okay,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,lang,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,anjan,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,na,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,yan,O,,O - ,,,,
19,mali po ata yung na bigay ni seller were expecting na ma received yung parang gradient na water bottle pero iba po yung na received namin but okay lang anjan na yan eh,eh,O,,O - ,,,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,hindi,B,DEL#CORR,B - DEL#CORR,"Delivery, Correctness",,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,black,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,yung,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,eyeliner,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,na,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,dumating,I,DEL#CORR,I - DEL#CORR,"Delivery, Correctness",,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,pwro,O,,O - ,,,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,black,O,,O - ,,,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,yakaga,O,,O - ,,,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,inorder,O,,O - ,,,,
20,hindi black yung eyeliner na dumating pwro black yakaga inorder ko,ko,O,,O - ,,,,
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,di,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,nasunod,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,yung,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,ibang,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,color,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,na,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,inorder,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,ko,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,pero,O,,O - ,,,,
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,oks,O,,O - ,,,,
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,lng,O,,O - ,,,,
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,good,O,,O - ,,PRO#GEN,PRO#GEN,"Product, General"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,quality,O,,O - ,,PRO#GEN,PRO#GEN,"Product, General"
21,di nasunod yung ibang color na inorder ko pero oks lng good quality nmn,nmn,O,,O - ,,,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,nung,B,PRO#COND,B - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,pagkabukas,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,ko,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,package,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,yung,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,keyboard,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,is,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,nakabukaka,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,slightly,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,open,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,kala,O,,O - ,,,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,ko,O,,O - ,,,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,sira,O,,O - ,,,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,na,O,,O - ,,,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,fast,B,DEL#TIME,B - DEL#TIME,"Delivery, Timeliness",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,delivery,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
22,nung pagkabukas ko package yung keyboard is nakabukaka slightly open kala ko sira na fast delivery naman,naman,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,ang,O,,O - ,,PRO#DUR,PRO#DUR,"Product, Durability"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,dali,O,,O - ,,PRO#DUR,PRO#DUR,"Product, Durability"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,ra,O,,O - ,,PRO#DUR,PRO#DUR,"Product, Durability"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,masira,O,,O - ,,,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,oy,O,,O - ,,,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,at,O,,O - ,,PRO#FUNC,PRO#FUNC,"Product, Functionality"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,first,O,,O - ,,PRO#FUNC,PRO#FUNC,"Product, Functionality"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,madali,O,,O - ,,PRO#FUNC,PRO#FUNC,"Product, Functionality"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,gamitin,O,,O - ,,PRO#FUNC,PRO#FUNC,"Product, Functionality"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,ngayon,O,,O - ,,,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,ay,O,,O - ,,,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,di,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,na,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,nakakaputol,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,ng,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,hair,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,na,B,PRO#FUNC,B - PRO#FUNC,"Product, Functionality",,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,sstuck,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,na,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,sya,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,yun,O,,O - ,,,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,lang,O,,O - ,,,,
23,ang dali ra masira oy at first madali gamitin ngayon ay di na nakakaputol ng hair na sstuck na sya yun lang thanks,thanks,O,,O - ,,,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,wala,O,,O - ,,,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,seller,B,SER#GEN,B - SER#GEN,"Service, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,service,I,SER#GEN,I - SER#GEN,"Service, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,is,I,SER#GEN,I - SER#GEN,"Service, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,excellent,I,SER#GEN,I - SER#GEN,"Service, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,delivery,B,DEL#TIME,B - DEL#TIME,"Delivery, Timeliness",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,was,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,immidiate,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,the,O,,O - ,,,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,product,B,PRO#GEN,B - PRO#GEN,"Product, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,itself,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,is,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,poor,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,very,O,,O - ,,,,
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,very,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,weak,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,airflow,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,almost,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,cant,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,feel,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,it,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,hindi,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,man,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,lang,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,ma,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,ihip,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,yung,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,buhok,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,ng,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
24,wala seller service is excellent delivery was immidiate the product itself is poor very very weak airflow almost cant feel it hindi man lang ma ihip yung buhok ng aso,aso,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,change,O,,O - ,,,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,feedback,O,,O - ,,,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,mag,B,PRO#FUNC,B - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,isa,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,syang,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,nag,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,aactivate,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,nang,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,timer,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,kagabi,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,parang,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
25,change feedback mag isa syang nag aactivate nang timer kagabi parang sira,sira,I,PRO#FUNC,I - PRO#FUNC,"Product, Functionality",,,
26,dalawa yung binili ko isa sakin tsaka sa friend ko first of all kaunti lang yung laman nung isa habang medyo mas lamang yung sa isa about sa color maroon yung sa tingin kong dapat maging kakalabasan niya pero violet yung kulay niya kapag nilagay na sa labi also kulang,dalawa,O,,O - ,,,,
26,dalawa yung binili ko isa sakin tsaka sa friend ko first of all kaunti lang yung laman nung isa habang medyo mas lamang yung sa isa about sa color maroon yung sa tingin kong dapat maging kakalabasan niya pero violet yung kulay niya kapag nilagay na sa labi also kulang,yung,O,,O - ,,,,
26,dalawa yung binili ko isa sakin tsaka sa friend ko first of all kaunti lang yung laman nung isa habang medyo mas lamang yung sa isa about sa color maroon yung sa tingin kong dapat maging kakalabasan niya pero violet yung kulay niya kapag nilagay na sa labi also kulang,binili,O,,O - ,,,,
